Brand name	Markenname
Pocket springs and memory foam.	Taschenfedern und Memoryschaum.
Pocket springs and latex.	Taschenfedern und Latex.
Natural latex, corn fibre wadding and cotton.	Naturlatex, Maisfaserwattierung und Baumwolle.
Solid pine and wool wadding.	Massive Kiefer und Wollwattierung.
Fixed cover: 75% cotton and 25% polyester.	Fester Bezug: 75% Baumwolle und 25% Polyester.
Cover: cotton, lyocell and linen.	Bezug: Baumwolle, Lyocell und Leinen.
Natural latex, wool and cotton.	Naturlatex, Wolle und Baumwolle.
Cold foam.	Kaltschaum
Cold foam and polyester wadding.	Kaltschaum und Polyesterwattierung.
Latex, cold foam and wool.	Latex, Kaltschaum und Wolle.
Latex and polyester wadding.	Latex und Polyesterwattierung.
Pocket springs and polyurethane foam.	Taschenfedern und Polyether.
Springs and felt.	Sprungfedern und Filz.
Springs and solid pine.	Sprungfedern und massive Kiefer.
Memory foam and polyester wadding.	Memoryschaum und Polyesterwattierung.
Stainless steel and rubber.	Edelstahl und Gummi.
Stainless steel and silicon rubber.	Edelstahl und Silikonkautschuk.
Stainless steel with aluminium core.	Edelstahl mit Aluminiumkern.
Stainless steel with Teflon® Platinum+ coating.	Edelstahl mit Antihaftbeschichtung Teflon® Platinum Plus.
Stainless steel, aluminium and heat-resistant glass.	Edelstahl, Aluminium und feuerfestes Glas.
Stainless steel, plastic and solid pine.	Edelstahl, Kunststoff und massive Kiefer.
Frying pan with non-stick coating.	Bratpfanne mit Antihaftbeschichtung.
Frying pan: Teflon® Platinum+ coating.	Pfanne mit Teflon® Platinum Plus beschichtet.
Stainless steel/aluminium/Teflon® Professional coating.	Edelstahl/Aluminium, mit Teflon® Professional beschichtet.
Stainless steel/Teflon® Platinum+ and oven-safe glass.	Edelstahl/Teflon® Platinum Plus und feuerfestes Glas.
Steel and pakkawood.	Stahl und Pakkaholz.
Steel with non-stick coating.	Stahl mit Antihaftbeschichtung.
Steel with Teflon® Prima coating and stainless steel.	Stahl mit Antihaftbeschichtung Teflon® Prima und Edelstahl.
Steel with Teflon® Prima coating.	Stahl mit Antihaftbeschichtung Teflon® Prima.
65% polyester, 35% cotton and polypropylene plastic.	65% Polyester, 35% Baumwolle und Polypropylen.
100% cotton and steel.	100% Baumwolle und Stahl.
100% polyester and polypropylene plastic.	100% Polyester und Polypropylen.
100% polyester and 100% polyurethane.	100% Polyester und 100% Polyurethan.
Nylon and steel.	Nylon und Stahl.
100% polyester and galvanised steel.	100% Polyester und verzinkter Stahl.
Feldspar porcelain and stainless steel.	Feldspatporzellan und Edelstahl.
Feldspar porcelain, stainless steel and glass.	Feldspatporzellan, Edelstahl und Glas.
Heat-resistant glass.	Hitzebeständiges Glas.
Laminated paper board.	Laminierte Pappe.
Pakkawood.	Pakkaholz.
Palm leaf and bamboo.	Palmblätter und Bambus.
Seagrass, polyester and cotton.	Seegras, Polyester und Baumwolle.
Solid rubberwood.	Massives Gummibaumholz.
Solid walnut and anodised aluminium.	Nussbaum massiv und anodisiertes Aluminium.
Stainless steel and nickel-plated brass.	Edelstahl und vernickeltes Messing.
Stainless steel, plastic and glass.	Edelstahl, Kunststoff und Glas.
Stoneware and solid acacia.	Steinzeug und massive Akazie.
Water hyacinth.	Wasserhyazinthe.
Filling: polyester microfibre.	Füllung: Polyester-Mikrofaser.
Galvanised steel and glass.	Verzinkter Stahl und Glas.
Solid pine and galvanised steel.	Massive Kiefer und galvanisierter Stahl.
Solid pine or spruce.	Massive Kiefer oder Fichte.
Painted solid albizia.	Lackiertes massives Albiziaholz.
Stained, clear lacquered solid wood and cast iron.	Gebeiztes, klar lackiertes Massivholz und Gusseisen.
Clear lacquered beech veneer and plastic.	Klar lackiertes Buchenfurnier und Kunststoff.
Clear lacquered birch veneer and aluminium.	Klar lackiertes Birkenfurnier und Aluminium.
Clear lacquered birch veneer and solid birch.	Klar lackiertes Birkenfurnier und massive Birke.
Stained, clear lacquered ash veneer and solid beech.	Gebeiztes, klar lackiertes Eschenfurnier und massive Buche.
Clear lacquered maple veneer.	Klar lackiertes Ahornfurnier.
Powder coated steel and aluminium.	Pulverbeschichteter Stahl und Aluminium.
Powder coated/galvanised steel.	Pulverbeschichteter/galvanisierter Stahl.
Powder coated and nickel-plated steel.	Pulverbeschichteter und vernickelter Stahl.
Powder coated aluminium.	Pulverbeschichtetes Aluminium.
Powder coated steel and 100% polyester.	Pulverbeschichteter Stahl und 100% Polyester.
Foil finish and birch veneer.	Folienbeschichtete Oberfläche und Birkenfurnier.
Laminate finish, tempered glass and powder coated steel	Laminierte Oberfläche, gehärtetes Glas und pulverbeschichteter Stahl.
Painted steel and plastic.	Lackierter Stahl und Kunststoff.
100% cotton and plastic.	100% Baumwolle und Kunststoff.
Powder coated steel and powder coated finish.	Pulverbeschichteter Stahl und pulverbeschichtete Oberfläche.
Aluminium and plastic.	Aluminium und Kunststoff.
Cushion: cotton, linen, viscose/rayon.	Sitzpolster: Baumwolle, Leinen, Viskose.
Nickel-plated aluminium.	Vernickeltes Aluminium.
Cover: 67% cotton, 18% wool and 15% nylon.	Bezug: 67% Baumwolle, 18% Wolle und 15% Nylon.
Cover: 75% polyester and 25% cotton.	Bezug: 75% Polyester und 25% Baumwolle.
Through dyed split leather and 100% polyester.	Durchgefärbtes Spaltleder und 100% Polyester.
100% stearin.	100% Stearin.
Dried plant parts.	Getrocknete Pflanzenteile.
Steel and feldspar porcelain.	Stahl und Feldspatporzellan.
Stoneware or feldspar porcelain.	Steinzeug oder Feldspatporzellan.
Aluminium with non-stick coating.	Aluminium mit Antihaftbeschichtung.
Stainless molybdenum/vanadium-steel and plastic.	Rostfreier Molybdän-/Vanadiumstahl und Kunststoff.
Foil finish, tempered glass and chrome-plated steel.	Folienbeschichtete Oberfläche, gehärtetes Glas und verchromter Stahl.
Foil finish and powder coated steel.	Folienbeschichtete Oberfläche und pulverbeschichteter Stahl.
Stained, clear lacquered ash veneer and tempered glass.	Gebeiztes, klar lackiertes Eschenfurnier und gehärtetes Glas.
Stained, clear lacquered solid spruce, tempered glass.	Gebeiztes, klar lackiertes massives Nadelholz und gehärtetes Glas.
Solid wood.	Massivholz.
Anodised aluminium and powder coated steel.	Anodisiertes Aluminium und pulverbeschichteter Stahl.
Birch plywood.	Birkensperrholz.
Synthetic rubber and polyester.	Silikonkautschuk und Polyester.
Clear lacquered birch and steel.	Klar lackierte Birke und Stahl.
Clear lacquered castanopsis and steel.	Klar lackierte, nordam. Kastanie (Castanopsis) und Stahl.
Cotton and polyester.	Baumwolle und Polyester.
Stained and clear lacquered rattan.	Lasierter und klar lackierter Rattan.
Clear lacquered willow.	Klar lackierte Weide.
Tinted clear lacquered pandanus leaves and cardboard.	Getöntes, klar lackiertes Pandanblatt und Pappe.
Glass, polypropylene plastic and steel.	Glas, Polypropylen und Stahl.
Copper, PVC plastic and polycarbonate plastic.	Kupfer, PVC und Polycarbonat.
Polycarbonate plastic and steel.	Polycarbonat und Stahl.
Polycarbonate plastic/polystyrene plastic/PVC plastic.	Polycarbonat/Polystyrol/PVC.
Polyethylene/polyamid/ABS plastic/anodised aluminium.	Polyethylen/Polyamid/ABS-Kunststoff/anodisiertes Aluminium.
Melamine foil and aluminium.	Melaminfolie und Aluminium.
Melamine foil finish.	Melaminoberfläche.
Clear lacquered foil finish.	Klarlackbehandelte Folie.
Clear lacquered solid birch and particleboard.	Klar lackierte massive Birke und Spanplatte.
Frosted tempered glass and aluminium.	Gehärtetes Frostglas und Aluminium.
Stained, clear lacquered veneer.	Gebeiztes, klar lackiertes Furnier.
Stained, clear lacquered veneer and stainless steel.	Gebeiztes, klar lackiertes Furnier und Edelstahl.
100% cotton.	100% Baumwolle.
76% paper and 24% polyester.	76% Papier und 24% Polyester.
Solid hardwood.	Massives Hartholz.
Nickel-plated steel.	Vernickelter Stahl.
65% polyester and 35% nylon.	65% Polyester und 35% Nylon.
Chrome-plated steel and tempered glass.	Verchromter Stahl und gehärtetes Glas.
Clear lacquered solid beech and beech veneer.	Klar lackierte massive Buche und Buchenfurnier.
Stained, clear lacquered solid oak and tempered glass.	Gebeizte, klar lackierte massive Eiche und gehärtetes Glas.
Clear lacquered solid oak and tempered glass.	Klar lackierte massive Eiche und gehärtetes Glas.
Clear lacquered solid beech and tempered glass.	Klar lackierte massive Buche und gehärtetes Glas.
Stained, clear lacquered solid birch and birch veneer.	Gebeizte, klar lackierte massive Birke und Birkenfurnier.
Chrome-plated steel and 100% cotton.	Verchromter Stahl und 100% Baumwolle.
Chrome-plated steel and leather.	Verchromter Stahl und Leder.
Tinted, clear lacquered solid birch.	Getönte, klar lackierte massive Birke.
Tempered glass and painted finish.	Gehärtetes Glas und lackierte Oberfläche.
Stainless steel finish.	Edelstahloberfläche.
Painted solid beech.	Lackierte massive Buche.
Painted and foil finish.	Lackierte und folienbeschichtete Oberfläche.
Painted finish and powder coated steel.	Lackierte Oberfläche und pulverbeschichteter Stahl.
Clear lacquered ash veneer and solid ash.	Klar lackiertes Eschenfurnier und massive Esche.
Clear lacquered ash veneer and tempered glass.	Klar lackiertes Eschenfurnier und gehärtetes Glas.
Clear lacquered ash veneer.	Klar lackiertes Eschenfurnier.
Foil finish, aluminium and tempered glass.	Folienbeschichtete Oberfläche, Aluminium und gehärtetes Glas.
Foil finish, tempered glass and aluminium.	Folienbeschichtete Oberfläche, gehärtetes Glas und Aluminium.
Painted finish and tempered glass.	Lackierte Oberfläche und gehärtetes Glas.
Painted solid wood.	Lackiertes Massivholz.
Oiled solid birch.	Geölte, massive Birke.
Painted solid birch.	Lackierte massive Birke.
Tinted, clear lacquered beech veneer.	Getöntes, klar lackiertes Buchenfurnier.
Polyamide plastic.	Polyamid.
Stained, clear lacquered solid birch/tempered glass.	Gebeizte, klar lackierte massive Birke und gehärtetes Glas.
Tinted, clear lacquered birch veneer.	Getöntes, klar lackiertes Birkenfurnier.
Clear lacquered solid birch and tempered glass.	Klar lackierte massive Birke und gehärtetes Glas.
Stained, clear lacquered solid beech and beech veneer.	Gebeizte, klar lackierte massive Buche und Buchenfurnier.
Stained, clear lacquered solid beech and tempered glass	Gebeizte, klar lackierte massive Buche und gehärtetes Glas.
Tinted, clear lacquered solid birch and birch veneer.	Getönte, klar lackierte massive Birke und Birkenfurnier.
Laminate.	Laminat.
Seat: clear lacquered birch veneer.	Sitz: Klar lackiertes Birkenfurnier.
Seat: painted beech plywood.	Sitz: lackiertes Sperrholz (Buche).
Seat: polypropylene plastic.	Sitz: Polypropylen.
Seat/back: unbleached paper.	Sitz/Rückenlehne: Ungebleichtes Papier.
Seat/back: artificial leather.	Sitz/Rückenlehne: Kunstleder.
Seat: cotton, elastane and polyester.	Sitz: Baumwolle, Elastan und Polyester.
Cover: cotton/linen/viscose/polyester.	Bezug: Baumwolle/Leinen/Viskose/Polyester.
Cover: 80% cotton, 15% viscose/rayon and 5% polyester.	Bezug: 80% Baumwolle, 15% Viskose und 5% Polyester.
Cover: 77% cotton and 23% polyester.	Bezug: 77% Baumwolle und 23% Polyester.
Seat/back: 100% cotton, 100% polyester.	Sitz/Rückenlehne: 100% Baumwolle, 100% Polyester.
Nickel-plated brass.	Vernickeltes Messing.
Chrome-plated brass.	Verchromtes Messing.
Powder coated brass.	Pulverbeschichtetes Messing.
Brushed aluminium.	Gebürstetes Aluminium.
Chrome-plated zinc.	Verchromtes Zink.
Bruched nickel-plated zinc.	Gebürstetes, vernickeltes Zink.
Powder coated zinc.	Pulverbeschichtetes Zink.
ABS plastic.	ABS-Kunststoff.
Aluminium, powder coated steel and tempered glass.	Aluminium, pulverbeschichteter Stahl und gehärtetes Glas.
Clear lacquered birch veneer and powder coated steel.	Klar lackiertes Birkenfurnier und pulverbeschichteter Stahl.
Clear lacquered birch veneer and chrome-plated steel.	Klar lackiertes Birkenfurnier und verchromter Stahl.
Clear lacquered oak veneer and powder coated steel.	Klar lackiertes Eichenfurnier und pulverbeschichteter Stahl.
Clear lacquered oak veneer and chrome-plated steel.	Klar lackiertes Eichenfurnier und verchromter Stahl.
Melamine foil finish and powder coated steel.	Melaminoberfläche und pulverbeschichteter Stahl.
Melamine foil finish and chrome-plated steel.	Melaminoberfläche und verchromter Stahl.
Painted and foil finish, powder coated steel.	Lackierte und folienbeschichtete Oberfläche, pulverbeschichteter Stahl.
Painted finish and steel.	Lackierte Oberfläche und Stahl.
Painted finish and birch veneer.	Lackierte Oberfläche und Birkenfurnier.
Solid beech and albizia.	Massive Buche und Albiziaholz.
Solid pine and powder coated steel.	Massive Kiefer und pulverbeschichteter Stahl.
Solid pine and foil finish.	Massive Kiefer und folienbeschichtete Oberfläche.
Solid pine and painted finish.	Massive Kiefer und lackierte Oberfläche.
Tempered glass and solid oak.	Gehärtetes Glas und massive Eiche.
Tempered glass and powder coated steel.	Gehärtetes Glas und pulverbeschichteter Stahl.
Stainless steel and powder coated steel.	Edelstahl und pulverbeschichteter Stahl.
Stainless steel and nickel-plated steel.	Edelstahl und vernickelter Stahl.
Tempered glass, aluminium and powder coated steel.	Gehärtetes Glas, Aluminium und pulverbeschichteter Stahl.
Lacquered oak veneer.	Lackiertes Eichenfurnier.
Stained, clear lacquered ash veneer/powder coated steel	Gebeiztes, klar lackiertes Eschenfurnier und pulverlackierter Stahl..
Tinted clear lacquered beech veneer/powder coated steel	Getöntes, klar lackiertes Buchenfurnier und pulverlackierter Stahl.
Stainless steel and melamine foil.	Edelstahl und Melaminfolie.
Clear lacquered birch veneer and foil finish.	Klar lackiertes Birkenfurnier und folienbeschichtete Oberfläche.
Melamine foil finish and veneer.	Melaminoberfläche und Furnier.
Melamine foil finish and tempered glass.	Melaminoberfläche und gehärtetes Glas.
Stained, clear lacquered ash veneer and foil finish.	Gebeiztes, klar lackiertes Eschenfurnier und folienbeschichtete Oberfläche.
Clear lacquered oak veneer and foil finish.	Klar lackiertes Eichenfurnier und folienbeschichtete Oberfläche.
Matt chrome-plated aluminium.	Matt verchromtes Aluminium.
Cover: 50% viscose/rayon, 30% linen and 20% polyester.	Bezug: 50% Viskose, 30% Leinen und 20% Polyester.
Cover: synthetic fibres/cotton and wool.	Bezug: Synthetikfasern/Baumwolle und Wolle.
Cover: 65% polyester and 35% cotton.	Bezug: 65% Polyester und 35% Baumwolle.
Legs: solid birch.	Beine: massive Birke.
Cover: through dyed grain leather on contact areas.	Bezug: durchgefärbtes Narbenleder auf Sitzflächen und Armlehnen.
Cover: polyurethane-coated cotton/polyester.	Bezug: Baumwolle/Polyester, polyurethanbeschichtet.
Polyamide plastic and stainless steel.	Polyamid und Edelstahl.
Solid birch and 100% cotton.	Massive Birke und 100% Baumwolle.
Solid oak and 100% cotton.	Massive Eiche und 100% Baumwolle.
Chrome-plated steel and plastic.	Verchromter Stahl und Kunststoff.
Stained, clear lacquered solid oak and leather.	Gebeizte, klar lackierte massive Eiche und Leder.
Solid oak and stainless steel.	Massive Eiche und Edelstahl.
76% wool and 24% nylon.	76% Wolle und 24% Nylon.
Lacquered oak veneer and tempered glass.	Lackiertes Eichenfurnier und gehärtetes Glas.
Matt chrome-plated brass.	Matt verchromtes Messing.
Painted finish and solid birch.	Lackierte Oberfläche und massive Birke.
Painted finish and solid albizia.	Lackierte Oberfläche und massives Albiziaholz.
Clear lacquered solid wood and plastic.	Klar lackiertes Massivholz und Kunststoff.
Painted finish and aluminium.	Lackierte Oberfläche und Aluminium.
Birch veneer and aluminium.	Birkenfurnier und Aluminium.
Ash veneer and aluminium.	Eschenfurnier und Aluminium.
Painted finish and solid wood.	Lackierte Oberfläche und Massivholz.
Ash veneer and painted solid birch.	Eschenfurnier und lackierte massive Birke.
Birch veneer and solid birch.	Birkenfurnier und massive Birke.
Solid birch and powder coated steel.	Massive Birke und pulverbeschichteter Stahl.
Solid birch and painted solid wood.	Massive Birke und lackiertes Massivholz.
Foil finish and painted solid birch.	Folienbeschichtete Oberfläche und lackierte massive Birke.
Foil finish and painted solid wood.	Folienbeschichtete Oberfläche und lackiertes Massivholz.
Cover: through dyed split leather.	Bezug: durchgefärbtes Spaltleder.
Cover: through dyed split leather on contact areas.	Bezug: durchgefärbtes Spaltleder auf Sitzflächen und Armlehnen.
Cold foam, top layer of latex.	Kaltschaum mit Latexauflage.
Filling: polyurethane and cold foam.	Füllung: Polyether und Kaltschaum.
Filling: pocket springs and polyurethane foam.	Füllung: Taschenfedern und Polyether.
Cover: cotton, polyester and elastane.	Bezug: Baumwolle, Polyester und Elastan.
Cover: 41% cotton/30% viscose/22% linen/7% polyester.	Bezug: 41% Baumwolle/30% Viskose/22% Leinen/7% Polyester.
